30,86,66,83,12,18
26,82,41,63,1,4
25,88,44,36,8,2
21,32,94,95,12,11
35,61,79,85,3,17
21,59,47,39,2,8
37,82,87,15,6,19
31,95,50,85,2,0
41,90,43,2,4,14
40,88,71,81,12,14
39,92,41,51,6,12
28,82,43,72,2,15
44,50,68,79,9,1
30,53,42,64,10,15
15,51,31,55,2,8
40,94,51,16,3,4
29,58,96,43,6,2
35,93,92,39,7,8
22,92,82,17,4,19
26,70,39,90,8,19
27,70,55,42,13,15
25,83,89,99,9,8
34,73,57,2,3,11
40,93,82,69,11,16
19,52,84,82,10,9
31,92,59,55,9,6
23,39,79,86,10,2
20,67,43,86,8,10
26,36,91,17,11,18
26,32,52,83,11,3
25,43,73,42,8,11
26,70,67,15,12,0
31,69,50,33,4,18
17,56,76,54,7,2
39,78,61,77,9,15
27,32,61,27,13,0
38,87,95,57,9,17
30,71,87,43,4,18
29,84,92,17,8,17
41,31,50,16,9,19
44,71,99,15,6,2
15,64,76,23,12,11
36,65,65,59,4,18
19,74,50,48,2,7
18,75,66,89,9,15
27,84,68,61,2,17
32,83,60,86,12,11
28,85,69,17,10,8
42,99,58,80,8,3
32,85,37,89,12,14
40,69,57,8,9,14
17,65,78,66,2,9
38,53,83,79,7,18
37,65,54,74,5,19
15,53,70,15,5,16
23,37,51,83,13,12
25,34,77,6,5,6
41,44,76,17,9,10
33,56,44,98,7,3
38,74,64,80,4,12
32,39,57,79,6,13
29,30,99,33,5,11
33,50,48,71,7,17
25,63,82,17,11,18
28,90,48,94,4,16
35,71,71,25,2,9
29,31,45,54,3,17
26,97,66,70,11,12
25,70,65,71,2,5
29,84,63,94,9,15
22,47,75,23,13,14
24,39,82,74,7,7
21,76,90,30,13,3
39,41,76,38,3,12
30,77,72,60,13,7
33,45,60,94,1,1
23,66,32,43,9,19
16,63,36,26,3,13
39,57,79,61,13,16
17,50,95,52,11,2
41,97,37,73,5,11
24,47,99,39,11,5
24,47,41,25,11,10
23,32,99,25,4,17
36,74,57,68,11,13
35,81,42,0,12,17
37,57,34,49,6,18
29,44,51,70,7,19
20,55,37,19,2,0
42,63,87,18,13,4
37,33,55,87,12,14
43,42,52,82,8,17
44,61,66,70,13,0
39,62,55,17,10,0
42,31,63,31,9,15
43,34,87,49,8,11
21,99,62,71,1,3
19,59,49,23,12,5
36,36,40,92,4,6
30,37,94,56,5,5
35,81,81,64,7,15
18,69,67,97,4,16
37,30,79,99,3,2
22,33,56,76,3,8
18,66,34,8,5,13
20,89,65,86,11,10
15,44,41,99,10,18
26,45,63,53,9,16
25,32,55,48,11,15
35,59,87,63,10,11
44,96,39,82,3,1
17,90,61,30,4,1
28,37,74,70,11,11
33,33,36,61,3,15
15,59,46,52,8,6
34,47,41,72,9,12
38,48,32,36,8,8
27,63,46,9,9,8
17,64,75,79,11,3
32,44,99,71,5,11
29,43,97,16,8,16
28,56,30,57,6,17
41,66,62,10,9,13
20,56,97,73,3,8
22,71,73,8,10,4
30,59,54,14,4,11
28,47,60,94,10,19
17,90,71,21,13,2
29,78,75,83,10,9
43,30,80,81,7,18
33,32,37,74,9,15
41,30,34,5,12,0
37,92,65,50,10,3
22,35,35,42,8,10
21,30,80,74,6,14
43,45,42,43,5,6
40,57,36,75,6,15
28,66,45,83,12,17
36,55,39,51,4,2
36,36,45,90,5,17
39,50,49,6,7,11
38,30,33,53,5,17
36,33,37,82,10,3
29,41,76,87,7,17
44,66,34,30,11,2
44,62,63,39,8,17
20,65,69,83,3,4
23,59,57,87,9,7
43,61,97,99,11,3
15,36,92,44,9,5
37,72,49,88,9,19
24,96,42,81,1,18
32,43,48,85,9,5
38,70,55,54,11,5
18,85,99,39,2,19
27,61,67,77,9,8
30,66,72,4,4,18
38,80,70,92,8,13
16,62,73,28,9,13
39,34,91,55,7,0
33,48,35,88,10,7
30,34,72,61,7,14
40,77,58,44,9,9
22,86,43,76,12,7
28,76,62,57,13,6
30,84,88,94,11,1
41,83,45,17,5,7
17,90,60,87,13,18
20,57,34,7,7,6
32,85,57,45,9,18
20,41,39,41,12,19
24,63,44,93,1,5
37,79,33,40,3,1
34,36,50,74,3,0
37,66,76,68,3,4
22,65,87,21,7,14
26,55,95,58,4,1
28,54,69,72,5,1
29,93,54,16,4,14
20,89,68,44,8,13
38,59,55,72,2,12
44,94,65,9,6,3
32,45,68,83,8,11
41,63,93,89,13,0
36,44,52,85,12,5
36,63,88,3,1,3
17,59,57,89,7,11
18,71,35,31,11,9
37,88,93,4,2,16
37,32,67,65,11,0
20,88,31,0,8,0
17,98,91,63,9,19
42,55,71,51,12,7
31,90,36,91,3,9
35,84,31,39,8,12
42,90,55,8,2,13
18,62,39,79,8,5
44,59,67,69,12,7
40,47,55,5,2,18
21,82,76,15,2,9
20,64,51,79,1,0
43,65,84,58,8,0
16,65,52,45,5,1
15,72,90,82,3,10
21,84,70,35,2,1
28,69,94,77,10,5
20,81,41,24,2,4
20,83,72,7,2,18
41,70,47,98,13,11
40,94,30,99,12,9
25,63,61,47,13,8
39,63,94,76,4,8
30,36,73,19,13,7
32,49,30,49,3,11
16,93,40,84,12,12
17,47,38,38,9,8
32,42,87,75,1,18
26,67,31,60,8,9
40,36,67,64,7,19
34,39,65,55,8,11
21,40,54,72,7,9
32,34,50,21,2,2
29,58,85,1,3,13
15,72,38,65,3,12
23,56,92,37,4,19
37,47,89,33,10,8
23,85,31,10,5,14
27,77,44,74,13,7
40,37,34,39,10,14
28,80,47,13,4,8
15,96,98,56,9,10
42,36,61,99,10,2
18,91,68,35,11,1
34,82,43,92,13,7
35,77,48,3,8,13
36,38,85,43,1,8
22,47,34,38,2,6
32,50,93,31,2,2
21,92,49,5,6,4
40,93,62,85,11,8
33,46,38,52,9,17
16,96,76,23,10,17
33,57,80,42,1,19
43,75,62,44,9,11
36,57,55,57,3,12
40,33,98,44,7,2
16,54,43,23,7,1
37,57,48,43,12,18
34,59,41,41,7,13
29,97,43,76,9,10
22,97,90,15,8,18
41,57,94,86,13,15
22,99,41,2,1,18
17,71,68,40,5,6
37,78,41,69,8,2
39,82,66,80,5,3
40,78,40,87,3,10
34,45,41,14,9,5
27,92,73,90,4,19
27,84,31,84,10,3
32,74,56,24,4,7
37,85,77,4,8,8
23,74,84,25,8,16
27,40,64,30,13,13
41,65,54,79,6,4
29,61,80,20,11,19
28,34,60,2,5,9
25,71,37,28,3,0
30,63,59,85,9,2
26,64,69,27,4,8
17,42,49,20,8,17
42,97,92,41,13,3
38,71,92,33,12,8
24,70,35,50,9,12
38,88,67,74,7,3
30,99,77,91,11,0
25,88,59,79,7,13
43,88,80,57,7,18
16,53,57,52,1,6
16,93,68,7,11,1
39,96,88,58,11,2
42,63,84,10,5,3
23,94,62,7,9,12
15,56,74,98,1,15
16,69,61,68,6,14
37,93,30,96,12,9
44,89,72,0,1,11
36,84,64,14,4,9
22,99,51,27,1,4
17,58,31,91,6,15
43,80,33,23,8,13
24,63,99,80,8,13
16,95,85,46,3,3
32,48,48,35,3,16
40,44,97,47,5,2
21,43,35,56,2,10
20,83,85,42,3,15
21,37,33,80,12,12
27,56,32,6,5,3
37,89,34,66,13,18
30,45,34,96,8,16
20,56,84,3,4,18
26,92,53,27,1,10
25,81,57,16,9,4
26,32,70,99,2,3
33,44,39,60,6,16
43,39,30,99,7,6
33,36,51,76,4,3
39,57,41,49,13,0
37,36,36,78,13,16
25,66,97,79,11,19
35,46,58,56,12,6
42,78,64,90,9,13
42,75,89,97,2,14
25,68,90,64,13,8
19,56,63,31,2,3
30,81,92,52,11,12
28,66,40,24,12,15
21,53,39,33,9,8
20,31,39,89,9,8
24,71,58,52,4,3
17,33,50,93,7,1
27,36,82,56,3,6
37,59,50,6,7,4
44,84,72,92,6,14
18,44,35,27,3,3
31,61,48,84,9,6
20,89,94,92,3,10
21,37,36,80,7,7
29,91,43,0,9,0
23,81,32,2,8,15
21,67,42,98,10,15
30,49,60,4,3,6
39,58,83,81,3,15
31,76,85,4,6,18
15,89,40,8,9,0
35,77,67,18,6,17
34,42,58,71,7,1
33,84,56,49,12,12
35,69,37,14,8,7
40,52,70,16,4,16
18,89,76,14,6,2
24,75,79,31,8,7
31,43,83,69,13,19
26,86,37,48,6,1
43,67,47,63,2,8
42,33,60,90,1,11
18,74,99,83,11,9
31,65,51,31,8,6
19,74,36,84,6,19
31,60,99,45,10,5
37,90,67,12,12,8
35,98,44,49,1,5
43,45,48,73,2,16
25,79,83,4,1,19
23,39,51,31,2,14
20,45,43,45,5,19
17,38,55,75,2,0
28,60,46,44,2,7
36,72,73,43,2,5
20,77,96,63,1,16
44,50,51,43,3,3
18,46,85,97,8,9
15,38,47,48,9,19
31,67,81,92,3,0
44,39,44,45,6,8
24,40,75,53,5,15
18,45,70,56,13,7
20,49,75,72,8,6
35,62,59,37,4,6
33,66,59,46,11,14
18,79,56,57,2,12
44,35,85,63,2,3
31,95,94,52,6,1
40,73,97,9,7,3
18,58,42,57,13,2
44,83,62,34,9,2
22,93,42,86,3,3
15,38,68,67,11,9
15,91,48,32,1,12
36,64,37,94,10,1
37,32,31,96,13,17
35,45,30,36,8,13
42,50,75,46,2,11
42,61,73,14,12,6
44,70,86,45,7,3
36,31,32,81,1,7
26,31,95,23,4,1
24,74,52,40,4,12
24,96,53,55,7,17
16,67,46,39,13,3
24,56,83,73,6,3
39,54,65,93,8,17
23,90,71,7,11,16
33,33,41,44,9,4
25,89,74,20,7,12
30,99,32,55,1,1
40,39,98,50,8,15
28,34,95,82,7,17
31,36,96,12,1,2
44,85,79,89,6,10
40,92,91,23,4,16
43,52,53,5,8,7
31,41,96,8,6,9
41,86,37,44,10,8
43,94,94,90,4,9
37,65,35,17,13,16
17,43,78,88,6,10
20,37,30,50,11,14
32,59,77,21,8,0
41,40,90,90,1,1
27,75,55,93,8,18
31,65,99,51,4,7
21,98,30,19,10,14
16,46,65,45,10,9
38,96,54,15,9,1
37,86,83,33,6,3
17,68,97,82,9,12
20,39,94,12,6,4
36,81,48,61,8,16
42,79,40,56,12,12
29,67,64,23,3,2
34,80,48,57,10,7
41,87,46,21,1,2
42,50,82,6,7,17
34,76,55,16,1,0
35,54,66,80,8,17
38,31,33,35,10,7
16,35,66,94,2,17
30,79,97,25,3,12
44,78,63,6,6,10
40,41,35,3,3,0
42,76,49,96,7,17
19,82,89,57,7,15
22,65,94,72,6,17
38,76,80,96,9,17
37,71,93,78,10,2
32,72,36,11,13,19
24,80,71,20,11,3
44,41,45,91,11,2
33,48,47,83,13,9
34,99,97,24,1,11
26,96,57,24,13,0
44,91,92,47,8,5
23,83,91,87,11,11
27,37,39,24,11,15
31,31,86,5,11,4
40,84,67,20,7,12
43,61,86,12,8,7
36,91,83,69,12,14
24,71,89,0,2,6
41,60,72,79,13,9
28,42,79,86,9,19
40,89,30,28,12,3
27,63,73,83,5,17
25,51,75,13,8,4
35,41,37,68,13,9
42,90,79,91,7,15
27,97,61,38,5,3
39,61,52,56,12,12
33,70,67,27,7,0
33,90,63,90,9,10
16,80,93,42,8,4
22,50,42,14,11,17
32,84,81,60,12,1
19,77,83,10,11,2
41,81,50,49,1,9
23,47,55,75,5,19
38,87,82,55,9,0
21,98,64,12,12,17
24,58,54,63,8,19
31,32,69,67,6,12
34,57,94,63,9,8
30,51,90,23,3,0
28,67,49,19,12,18
37,62,69,76,10,8
36,34,61,74,3,13
29,95,82,0,11,6
20,47,82,13,1,17
30,59,94,70,12,10
22,96,68,91,8,10
43,81,33,15,4,3
30,63,78,83,12,1
21,88,71,27,4,0
27,94,81,14,2,15
42,62,69,39,3,12
20,77,45,47,1,18
22,87,43,33,7,13
40,83,79,90,13,12
44,55,58,61,12,3
21,45,48,2,9,19
30,94,56,34,8,5
41,97,38,48,12,13
24,83,39,20,5,17
15,34,54,56,8,16
44,49,80,56,2,17
19,46,30,27,6,4
25,64,61,48,1,2
34,91,44,22,1,16
39,79,83,90,5,12
16,42,85,85,11,19
17,61,35,2,3,18
30,91,40,70,12,16
42,98,78,51,7,12
40,79,85,90,1,17
38,45,86,67,5,9
17,51,74,88,12,19
32,69,95,35,2,6
37,99,50,90,12,7
39,30,60,1,1,16
40,46,48,74,1,14
16,50,85,68,9,13
20,51,39,95,5,19
29,48,75,69,4,19
28,96,76,43,9,19
44,95,89,71,11,5
23,97,76,34,11,0
28,51,88,73,6,4
23,50,66,30,2,19
22,78,38,10,10,18
20,58,66,80,3,14
33,99,49,43,6,15
31,79,52,65,11,0
32,60,44,57,7,12
35,68,66,89,5,5
21,64,71,96,4,10
17,69,66,62,5,13
24,83,71,77,5,2
20,81,37,49,13,7
22,46,40,99,7,19
40,65,31,17,7,11
22,46,74,51,10,17
27,77,61,79,8,19
33,84,61,70,2,17
34,99,53,78,2,17
21,59,88,36,13,12
40,94,99,95,1,9
27,81,73,61,6,13
40,78,52,42,11,11
33,66,46,18,10,3
15,30,49,36,8,11
23,50,67,18,13,17
41,82,70,3,6,15
28,67,64,34,1,14
41,90,38,63,2,12
43,87,87,60,7,16
42,73,70,38,11,5
21,32,78,46,3,11
20,55,73,78,12,11
25,64,78,90,2,2
28,52,37,10,10,4
21,57,76,91,4,0
35,61,37,58,10,9
27,83,53,48,5,12
26,94,57,71,7,15
21,96,51,72,13,1
16,99,34,91,7,12
23,73,57,83,13,1
30,36,47,20,8,8
31,34,93,35,12,1
35,33,96,76,6,15
30,80,39,51,5,11
43,49,62,23,2,17
33,69,92,86,2,10
37,64,80,92,3,15
21,95,57,77,5,7
22,99,85,22,9,14
17,53,43,76,7,13
40,94,82,71,8,1
24,89,57,79,7,11
19,83,65,75,9,9
32,37,51,48,7,5
16,60,38,30,9,3
39,78,85,95,3,15
40,43,88,10,5,14
42,66,82,44,1,2
41,37,69,57,13,5
41,66,51,47,2,10
35,78,55,83,6,13
24,87,54,33,13,5
20,59,90,3,3,14
28,78,55,64,5,14
43,84,79,35,2,0
17,60,96,83,2,9
29,76,64,78,7,16
36,59,44,83,6,7
17,67,32,19,11,6
31,72,71,20,8,12
22,64,63,38,12,1
44,64,95,61,4,9
28,51,96,58,8,7
20,98,66,12,1,1
15,44,69,66,6,9
21,61,38,24,13,15
18,54,94,73,3,14
40,36,85,71,13,9
38,88,74,76,4,17
39,49,48,45,1,15
30,53,91,83,7,7
25,89,41,76,5,14
32,99,38,92,3,19
41,55,67,97,7,19
33,88,62,59,5,3
36,52,81,68,11,1
24,97,66,23,6,15
33,99,39,90,6,7
24,40,76,89,9,9
25,63,61,75,3,18
40,84,53,9,13,4
18,78,83,54,9,0
18,65,64,15,7,8
22,86,95,33,13,7
21,45,75,60,1,13
18,40,86,68,3,14
32,30,49,63,3,4
31,61,55,51,2,10
26,31,36,24,11,2
32,61,88,61,11,5
39,64,38,26,6,8
44,32,78,91,13,8
18,62,98,89,4,8
40,56,85,26,6,14
19,74,90,4,12,4
38,42,77,93,4,13
15,37,44,95,8,19
34,99,50,13,6,2
26,52,77,98,8,14
31,54,92,87,1,12
17,57,49,84,6,2
39,87,52,41,7,9
31,39,73,0,6,7
23,36,32,97,3,13
21,35,56,68,6,3
28,69,81,54,10,0
16,71,44,17,5,18
39,56,61,89,2,11
33,79,95,48,13,8
23,68,67,81,9,1
23,72,56,61,3,16
41,50,37,69,11,11
18,81,46,20,9,11
39,78,54,79,11,9
28,99,99,33,2,8
30,60,61,84,12,13
39,98,88,14,12,17
19,57,47,4,13,11
44,55,70,86,9,14
37,42,56,53,13,14
23,99,48,64,8,2
37,62,62,11,1,7
26,55,32,20,3,16
40,98,82,91,5,4
41,52,96,41,2,16
25,64,31,96,6,13
19,92,32,51,10,9
42,97,78,78,9,19
33,40,36,69,6,1
22,30,87,39,11,10
20,90,30,34,1,3
27,98,51,19,12,1
41,33,96,86,3,8
22,69,43,62,3,1
19,50,70,0,1,0
18,97,49,12,8,9
15,45,87,19,5,5
25,36,83,36,3,0
42,71,51,43,5,0
28,53,95,43,5,10
25,81,70,21,2,1
41,67,95,64,9,7
20,77,51,9,13,7
39,43,90,12,10,5
18,94,45,75,6,5
44,31,84,86,1,15
44,98,79,52,11,15
20,73,42,92,10,9
40,91,66,72,4,13
27,58,35,61,8,7
24,32,92,10,8,11
40,31,88,69,5,3
21,66,33,43,10,9
43,64,52,6,3,7
16,68,77,10,11,3
37,33,43,37,10,16
27,30,96,54,6,6
24,35,31,94,2,19
23,67,42,14,4,8
39,66,53,19,3,18
26,59,90,26,8,6
19,69,41,66,13,15
31,39,90,61,6,12
17,50,39,41,5,0
27,36,34,42,4,13
33,44,84,78,7,7
23,50,33,97,11,11
36,51,53,61,13,10
28,86,49,58,8,10
38,77,79,11,12,13
28,55,59,9,1,1
41,74,38,47,10,6
15,33,74,11,8,9
26,54,42,52,4,16
31,93,43,25,12,17
17,69,98,62,2,14
40,51,73,64,4,6
20,74,88,23,7,5
38,41,30,95,3,19
36,48,41,36,7,6
42,33,58,78,11,19
30,60,60,68,6,0
31,48,64,94,11,15
29,89,89,26,5,1
15,78,54,77,3,5
37,78,94,38,10,11
27,63,76,79,9,1
15,76,51,16,7,18
38,79,31,32,12,9
33,41,93,95,13,13
40,87,62,49,11,10
21,93,35,73,7,0
44,63,44,17,12,8
24,61,97,86,6,14
22,40,60,70,11,1
39,99,64,29,3,4
17,52,75,38,1,2
27,77,74,33,10,6
27,32,52,91,4,11
39,96,49,76,8,0
19,77,82,68,12,2
17,91,57,87,10,4
31,92,66,57,2,10
21,32,87,9,9,16
37,80,77,51,2,18
30,40,98,55,3,0
31,32,37,54,3,1
16,57,36,95,1,8
18,43,34,43,4,1
20,47,59,53,5,19
28,60,82,85,10,0
37,73,84,27,2,12
41,72,36,46,7,14
19,49,34,16,12,16
37,96,52,38,13,8
21,40,69,71,9,16
18,47,74,55,5,16
30,61,33,35,4,13
18,81,71,34,1,18
34,37,31,83,5,2
28,99,65,62,2,6
15,44,77,20,4,3
35,50,85,86,6,15
40,88,91,17,13,10
17,39,78,12,3,15
25,84,38,86,13,13
18,35,89,48,7,12
31,38,62,5,7,9
27,94,38,15,1,5
